QKEY,VOTEGEN_POST_W78
201901053625.0,"Joe Biden, the Democrat"
201901053990.0,
201901054013.0,"Joe Biden, the Democrat"
201901054067.0,"Donald Trump, the Republican"
201901054071.0,
201901054403.0,"Joe Biden, the Democrat"
201901054444.0,
201901054463.0,"Joe Biden, the Democrat"
201901054477.0,
201901054496.0,"Joe Biden, the Democrat"
201901054617.0,"Joe Biden, the Democrat"
201901054699.0,
201901054726.0,"Joe Biden, the Democrat"
201901054806.0,
201901054865.0,"Joe Biden, the Democrat"
201901054967.0,
201901055010.0,"Joe Biden, the Democrat"
201901055109.0,"Joe Biden, the Democrat"
201901055206.0,"Joe Biden, the Democrat"
201901055207.0,
201901055227.0,"Joe Biden, the Democrat"
201901055245.0,
201901055248.0,"Donald Trump, the Republican"
201901055261.0,"Donald Trump, the Republican"
201901055272.0,"Joe Biden, the Democrat"
201901055278.0,"Donald Trump, the Republican"
201901055520.0,
201901055546.0,"Joe Biden, the Democrat"
201901055555.0,"Joe Biden, the Democrat"
201901055590.0,"Donald Trump, the Republican"
201901055650.0,"Joe Biden, the Democrat"
201901055806.0,
201901056001.0,"Jo Jorgensen, the Libertarian Party candidate"
201901056228.0,"Joe Biden, the Democrat"
201901056396.0,"Joe Biden, the Democrat"
201901056464.0,"Joe Biden, the Democrat"
201901056504.0,
201901056547.0,"Joe Biden, the Democrat"
201901056548.0,"Joe Biden, the Democrat"
201901056592.0,
201901056638.0,"Joe Biden, the Democrat"
201901056643.0,"Donald Trump, the Republican"
201901056705.0,
201901056742.0,"Donald Trump, the Republican"
201901056753.0,"Joe Biden, the Democrat"
201901056872.0,"Joe Biden, the Democrat"
201901056933.0,"Joe Biden, the Democrat"
201901056944.0,
201901056964.0,
201901056993.0,"Howie Hawkins, the Green Party candidate"
201901057008.0,"Joe Biden, the Democrat"
201901057108.0,
201901057209.0,
201901057219.0,
201901057262.0,
201901057281.0,"Donald Trump, the Republican"
201901057344.0,
201901057353.0,"Joe Biden, the Democrat"
201901057400.0,
201901057439.0,
201901057448.0,"Jo Jorgensen, the Libertarian Party candidate"
201901057488.0,
201901057528.0,"Joe Biden, the Democrat"
201901057633.0,
201901057728.0,"Joe Biden, the Democrat"
201901058107.0,"Joe Biden, the Democrat"
201901058127.0,"Joe Biden, the Democrat"
201901058158.0,"Joe Biden, the Democrat"
201901058261.0,"Donald Trump, the Republican"
201901058298.0,"Joe Biden, the Democrat"
201901058348.0,
201901058375.0,"Donald Trump, the Republican"
201901058387.0,"Donald Trump, the Republican"
201901058554.0,
201901058672.0,"Joe Biden, the Democrat"
201901058827.0,
201901059006.0,
201901059014.0,"Donald Trump, the Republican"
201901059067.0,
201901059189.0,
201901059230.0,
201901059250.0,"Joe Biden, the Democrat"
201901059388.0,"Joe Biden, the Democrat"
201901059462.0,"Joe Biden, the Democrat"
201901059523.0,"Joe Biden, the Democrat"
201901059558.0,"Donald Trump, the Republican"
201901059624.0,"Joe Biden, the Democrat"
201901059652.0,"Joe Biden, the Democrat"
201901059654.0,"Joe Biden, the Democrat"
201901059731.0,
201901059763.0,"Donald Trump, the Republican"
201901059814.0,"Joe Biden, the Democrat"
201901059848.0,
201901059849.0,
201901059993.0,
201901060021.0,
201901060056.0,"Joe Biden, the Democrat"
201901060065.0,
201901060067.0,"Joe Biden, the Democrat"
201901060093.0,
201901060125.0,"Joe Biden, the Democrat"
201901060152.0,
201901060199.0,"Joe Biden, the Democrat"
201901060238.0,
201901060277.0,
201901060587.0,
201901060660.0,
201901060741.0,"Donald Trump, the Republican"
201901060815.0,"Donald Trump, the Republican"
201901060818.0,Refused
201901060871.0,"Donald Trump, the Republican"
201901060927.0,"Joe Biden, the Democrat"
201901060942.0,
201901061058.0,
201901061066.0,
201901061137.0,"Joe Biden, the Democrat"
201901061151.0,
201901061370.0,"Joe Biden, the Democrat"
201901061445.0,
201901061477.0,"Joe Biden, the Democrat"
201901061849.0,"Donald Trump, the Republican"
201901061929.0,"Howie Hawkins, the Green Party candidate"
201901061943.0,"Joe Biden, the Democrat"
201901062032.0,
201901062086.0,
201901062127.0,
201901062163.0,"Joe Biden, the Democrat"
201901062221.0,"Donald Trump, the Republican"
201901062237.0,
201901062359.0,
201901062431.0,
201901062516.0,"Donald Trump, the Republican"
201901062554.0,"Donald Trump, the Republican"
201901062637.0,
201901062639.0,"Donald Trump, the Republican"
201901062784.0,"Joe Biden, the Democrat"
201901062785.0,"Donald Trump, the Republican"
201901062927.0,"Joe Biden, the Democrat"
201901063121.0,
201901063156.0,"Donald Trump, the Republican"
201901063447.0,"Donald Trump, the Republican"
201901063539.0,"Joe Biden, the Democrat"
201901063670.0,"Donald Trump, the Republican"
201901063674.0,"Donald Trump, the Republican"
201901063734.0,"Joe Biden, the Democrat"
201901063916.0,"Donald Trump, the Republican"
201901063937.0,"Donald Trump, the Republican"
201901064362.0,
201901064384.0,
201901064524.0,"Joe Biden, the Democrat"
201901064588.0,"Donald Trump, the Republican"
201901064636.0,"Donald Trump, the Republican"
201901064788.0,
201901064791.0,"Donald Trump, the Republican"
201901064864.0,
201901064884.0,
201901064914.0,
201901064947.0,
201901065041.0,Refused
201901065093.0,
201901065100.0,"Joe Biden, the Democrat"
201901065260.0,"Joe Biden, the Democrat"
201901065514.0,"Howie Hawkins, the Green Party candidate"
201901065608.0,"Joe Biden, the Democrat"
201901065778.0,Refused
201901066032.0,"Joe Biden, the Democrat"
201901066121.0,"Donald Trump, the Republican"
201901066154.0,"Donald Trump, the Republican"
201901066163.0,"Donald Trump, the Republican"
201901066272.0,"Joe Biden, the Democrat"
201901066323.0,"Joe Biden, the Democrat"
201901066366.0,"Joe Biden, the Democrat"
201901066395.0,"Joe Biden, the Democrat"
201901066517.0,
201901066562.0,Refused
201901066628.0,"Joe Biden, the Democrat"
201901066708.0,"Joe Biden, the Democrat"
201901066950.0,
201901066969.0,
201901067135.0,
201901067164.0,"Joe Biden, the Democrat"
201901067209.0,
201901067257.0,"Donald Trump, the Republican"
201901067310.0,"Donald Trump, the Republican"
201901067319.0,
201901067440.0,"Donald Trump, the Republican"
201901067493.0,
201901067718.0,"Joe Biden, the Democrat"
201901067732.0,"Joe Biden, the Democrat"
201901067808.0,
201901067878.0,
201901067888.0,"Donald Trump, the Republican"
201901067935.0,"Joe Biden, the Democrat"
201901067981.0,
201901068003.0,"Joe Biden, the Democrat"
201901068010.0,"Joe Biden, the Democrat"
201901068039.0,
201901068092.0,"Donald Trump, the Republican"
201901068108.0,"Joe Biden, the Democrat"
201901068203.0,"Joe Biden, the Democrat"
201901068237.0,
201901068242.0,"Joe Biden, the Democrat"
201901068274.0,
201901068319.0,
201901068325.0,"Jo Jorgensen, the Libertarian Party candidate"
201901068360.0,"Joe Biden, the Democrat"
201901068368.0,
201901068370.0,"Joe Biden, the Democrat"
201901068501.0,"Donald Trump, the Republican"
201901068526.0,
201901068653.0,"Joe Biden, the Democrat"
201901068678.0,"Joe Biden, the Democrat"
201901068691.0,
201901068764.0,
201901068852.0,
201901068904.0,"Donald Trump, the Republican"
201901068943.0,"Donald Trump, the Republican"
201901068971.0,
201901069057.0,"Joe Biden, the Democrat"
201901069084.0,"Joe Biden, the Democrat"
201901069143.0,"Joe Biden, the Democrat"
201901069163.0,"Donald Trump, the Republican"
201901069171.0,"Joe Biden, the Democrat"
201901069200.0,
201901069231.0,
201901069368.0,
201901069375.0,"Donald Trump, the Republican"
201901069475.0,
201901069485.0,"Joe Biden, the Democrat"
201901069498.0,
201901069759.0,"Joe Biden, the Democrat"
201901069810.0,"Donald Trump, the Republican"
201901069811.0,"Joe Biden, the Democrat"
201901069815.0,"Donald Trump, the Republican"
201901069849.0,"Donald Trump, the Republican"
201901069851.0,Refused
201901070107.0,
201901070219.0,"Joe Biden, the Democrat"
201901070238.0,"Joe Biden, the Democrat"
201901070483.0,"Joe Biden, the Democrat"
201901070501.0,"Joe Biden, the Democrat"
201901070530.0,
201901070641.0,"Joe Biden, the Democrat"
201901070648.0,"Joe Biden, the Democrat"
201901070721.0,
201901070770.0,
201901070798.0,
201901070883.0,
201901070899.0,
201901070904.0,
201901070905.0,"Joe Biden, the Democrat"
201901071046.0,"Donald Trump, the Republican"
201901071057.0,"Donald Trump, the Republican"
201901071132.0,"Joe Biden, the Democrat"
201901071289.0,"Joe Biden, the Democrat"
201901071319.0,"Donald Trump, the Republican"
201901071459.0,"Donald Trump, the Republican"
201901071564.0,
201901071685.0,"Donald Trump, the Republican"
201901071729.0,
201901071752.0,"Joe Biden, the Democrat"
201901071800.0,"Joe Biden, the Democrat"
201901071803.0,
201901071821.0,
201901071831.0,
201901071841.0,
201901071870.0,"Joe Biden, the Democrat"
201901071930.0,
201901071935.0,"Donald Trump, the Republican"
201901072006.0,
201901072019.0,"Donald Trump, the Republican"
201901072060.0,"Donald Trump, the Republican"
201901072230.0,
201901072293.0,"Joe Biden, the Democrat"
201901072357.0,
201901072450.0,"Joe Biden, the Democrat"
201901072465.0,"Joe Biden, the Democrat"
201901072738.0,"Joe Biden, the Democrat"
201901072795.0,
201901072867.0,
201901073016.0,"Joe Biden, the Democrat"
201901073020.0,"Donald Trump, the Republican"
201901073049.0,"Donald Trump, the Republican"
201901073122.0,
201901073174.0,
201901073181.0,
201901073210.0,"Joe Biden, the Democrat"
201901073243.0,"Donald Trump, the Republican"
201901073263.0,
201901073276.0,"Joe Biden, the Democrat"
201901073341.0,
201901073363.0,
201901073448.0,
201901073487.0,"Joe Biden, the Democrat"
201901073638.0,"Joe Biden, the Democrat"
201901073684.0,
201901073715.0,"Donald Trump, the Republican"
201901073716.0,
201901073910.0,
201901074112.0,
201901074147.0,
201901074167.0,
201901074251.0,
201901074392.0,"Joe Biden, the Democrat"
201901074419.0,"Donald Trump, the Republican"
201901074528.0,"Donald Trump, the Republican"
201901074616.0,"Joe Biden, the Democrat"
201901074664.0,Refused
201901074681.0,"Joe Biden, the Democrat"
201901074801.0,"Joe Biden, the Democrat"
201901074823.0,
201901074990.0,"Donald Trump, the Republican"
201901075042.0,
201901075049.0,"Joe Biden, the Democrat"
201901075057.0,"Joe Biden, the Democrat"
201901075065.0,"Joe Biden, the Democrat"
201901075169.0,
201901075211.0,"Joe Biden, the Democrat"
201901075271.0,"Joe Biden, the Democrat"
201901075291.0,"Joe Biden, the Democrat"
201901075298.0,
201901075443.0,"Joe Biden, the Democrat"
201901075461.0,
201901075505.0,"Joe Biden, the Democrat"
201901075536.0,"Joe Biden, the Democrat"
201901075576.0,"Joe Biden, the Democrat"
201901075592.0,
201901075603.0,
201901075686.0,"Joe Biden, the Democrat"
201901075695.0,"Howie Hawkins, the Green Party candidate"
201901075917.0,
201901076020.0,
201901076034.0,
201901076068.0,"Joe Biden, the Democrat"
201901076283.0,"Joe Biden, the Democrat"
201901076367.0,"Donald Trump, the Republican"
201901076544.0,"Joe Biden, the Democrat"
201901076642.0,
201901076730.0,
201901076818.0,"Joe Biden, the Democrat"
201901076981.0,"Donald Trump, the Republican"
201901076999.0,Refused
201901077019.0,"Joe Biden, the Democrat"
201901077204.0,
201901077442.0,
201901077490.0,"Joe Biden, the Democrat"
201901077606.0,"Joe Biden, the Democrat"
201901078102.0,
201901078139.0,
201901078166.0,"Donald Trump, the Republican"
201901078175.0,"Donald Trump, the Republican"
201901078240.0,
201901078368.0,"Joe Biden, the Democrat"
201901078422.0,"Joe Biden, the Democrat"
201901078576.0,"Donald Trump, the Republican"
201901078637.0,
201901078681.0,"Donald Trump, the Republican"
201901078826.0,"Donald Trump, the Republican"
201901078829.0,"Joe Biden, the Democrat"
201901079030.0,"Joe Biden, the Democrat"
201901079089.0,"Joe Biden, the Democrat"
201901079183.0,"Joe Biden, the Democrat"
201901079243.0,"Joe Biden, the Democrat"
201901079328.0,"Joe Biden, the Democrat"
201901079363.0,"Joe Biden, the Democrat"
201901079622.0,"Donald Trump, the Republican"
201901079912.0,"Donald Trump, the Republican"
201901080297.0,
201901080402.0,"Joe Biden, the Democrat"
201901080661.0,"Joe Biden, the Democrat"
201901080694.0,"Donald Trump, the Republican"
201901081008.0,
201901081059.0,"Joe Biden, the Democrat"
201901081084.0,"Donald Trump, the Republican"
201901081157.0,
201901081648.0,"Donald Trump, the Republican"
202001000028.0,"Joe Biden, the Democrat"
202001000060.0,"Donald Trump, the Republican"
202001000064.0,"Donald Trump, the Republican"
202001000087.0,"Donald Trump, the Republican"
202001000099.0,"Donald Trump, the Republican"
202001000106.0,"Joe Biden, the Democrat"
202001000129.0,"Donald Trump, the Republican"
202001000194.0,"Joe Biden, the Democrat"
202001000203.0,"Joe Biden, the Democrat"
202001000255.0,"Joe Biden, the Democrat"
202001000276.0,"Donald Trump, the Republican"
202001000281.0,"Joe Biden, the Democrat"
202001000288.0,"Joe Biden, the Democrat"
202001000289.0,"Joe Biden, the Democrat"
202001000339.0,"Joe Biden, the Democrat"
202001000343.0,
202001000348.0,"Donald Trump, the Republican"
202001000389.0,"Joe Biden, the Democrat"
202001000416.0,"Joe Biden, the Democrat"
202001000417.0,"Joe Biden, the Democrat"
202001000421.0,"Joe Biden, the Democrat"
202001000429.0,"Joe Biden, the Democrat"
202001000445.0,"Joe Biden, the Democrat"
202001000450.0,"Joe Biden, the Democrat"
202001000469.0,"Joe Biden, the Democrat"
202001000481.0,"Donald Trump, the Republican"
202001000508.0,"Joe Biden, the Democrat"
202001000525.0,"Donald Trump, the Republican"
202001000543.0,"Joe Biden, the Democrat"
202001000554.0,"Joe Biden, the Democrat"
202001000693.0,"Donald Trump, the Republican"
202001000718.0,"Joe Biden, the Democrat"
202001000722.0,"Joe Biden, the Democrat"
202001000742.0,"Joe Biden, the Democrat"
202001000811.0,
202001000817.0,
202001000848.0,"Joe Biden, the Democrat"
202001000879.0,"Donald Trump, the Republican"
202001000882.0,"Donald Trump, the Republican"
202001000890.0,"Donald Trump, the Republican"
202001000927.0,"Joe Biden, the Democrat"
202001000929.0,"Donald Trump, the Republican"
202001001005.0,"Joe Biden, the Democrat"
202001001016.0,"Joe Biden, the Democrat"
202001001020.0,"Joe Biden, the Democrat"
202001001063.0,
202001001066.0,"Joe Biden, the Democrat"
202001001067.0,"Donald Trump, the Republican"
202001001080.0,"Joe Biden, the Democrat"
202001001112.0,"Joe Biden, the Democrat"
202001001146.0,"Joe Biden, the Democrat"
202001001153.0,"Joe Biden, the Democrat"
202001001170.0,"Joe Biden, the Democrat"
202001001209.0,"Joe Biden, the Democrat"
202001001243.0,"Jo Jorgensen, the Libertarian Party candidate"
202001001259.0,"Joe Biden, the Democrat"
202001001273.0,"Joe Biden, the Democrat"
202001001276.0,"Joe Biden, the Democrat"
202001001282.0,"Joe Biden, the Democrat"
202001001304.0,"Joe Biden, the Democrat"
202001001308.0,
202001001332.0,"Joe Biden, the Democrat"
202001001334.0,
202001001367.0,"Joe Biden, the Democrat"
202001001371.0,"Joe Biden, the Democrat"
202001001391.0,"Donald Trump, the Republican"
202001001393.0,"Joe Biden, the Democrat"
202001001417.0,"Joe Biden, the Democrat"
202001001424.0,"Joe Biden, the Democrat"
202001001427.0,"Joe Biden, the Democrat"
202001001429.0,"Donald Trump, the Republican"
202001001458.0,"Donald Trump, the Republican"
202001001474.0,"Joe Biden, the Democrat"
202001001477.0,"Jo Jorgensen, the Libertarian Party candidate"
202001001479.0,"Donald Trump, the Republican"
202001001489.0,
202001001492.0,
202001001578.0,"Joe Biden, the Democrat"
202001001599.0,"Donald Trump, the Republican"
202001001641.0,"Joe Biden, the Democrat"
202001001656.0,"Joe Biden, the Democrat"
202001001661.0,
202001001676.0,"Joe Biden, the Democrat"
202001001683.0,
202001001689.0,"Joe Biden, the Democrat"
202001001709.0,
202001001720.0,"Joe Biden, the Democrat"
202001001776.0,"Donald Trump, the Republican"
202001001801.0,"Donald Trump, the Republican"
202001001805.0,"Joe Biden, the Democrat"
202001001829.0,"Donald Trump, the Republican"
202001001865.0,"Joe Biden, the Democrat"
202001001894.0,"Joe Biden, the Democrat"
202001001907.0,
202001001922.0,"Joe Biden, the Democrat"
202001001961.0,"Joe Biden, the Democrat"
202001001973.0,"Joe Biden, the Democrat"
202001002010.0,"Joe Biden, the Democrat"
202001002018.0,"Donald Trump, the Republican"
202001002024.0,
202001002055.0,
202001002076.0,"Joe Biden, the Democrat"
202001002088.0,
202001002112.0,
202001002121.0,"Joe Biden, the Democrat"
202001002133.0,"Donald Trump, the Republican"
202001002160.0,"Donald Trump, the Republican"
202001002172.0,
202001002192.0,"Joe Biden, the Democrat"
202001002199.0,"Donald Trump, the Republican"
202001002203.0,"Joe Biden, the Democrat"
202001002255.0,"Joe Biden, the Democrat"
202001002271.0,"Donald Trump, the Republican"
202001002279.0,"Joe Biden, the Democrat"
202001002280.0,"Joe Biden, the Democrat"
202001002350.0,"Joe Biden, the Democrat"
202001002355.0,
202001002399.0,"Joe Biden, the Democrat"
202001002411.0,"Joe Biden, the Democrat"
202001002458.0,"Joe Biden, the Democrat"
202001002462.0,"Donald Trump, the Republican"
202001002485.0,"Joe Biden, the Democrat"
202001002551.0,"Donald Trump, the Republican"
202001002586.0,"Joe Biden, the Democrat"
202001002592.0,"Joe Biden, the Democrat"
202001002643.0,"Donald Trump, the Republican"
202001002670.0,
202001002711.0,"Donald Trump, the Republican"
202001002712.0,"Donald Trump, the Republican"
202001002729.0,"Joe Biden, the Democrat"
202001002734.0,"Joe Biden, the Democrat"
202001002786.0,"Donald Trump, the Republican"
202001002798.0,"Joe Biden, the Democrat"
202001002838.0,"Jo Jorgensen, the Libertarian Party candidate"
202001002870.0,"Joe Biden, the Democrat"
202001002871.0,"Donald Trump, the Republican"
202001002876.0,"Donald Trump, the Republican"
202001002910.0,
202001002923.0,"Donald Trump, the Republican"
202001002953.0,"Jo Jorgensen, the Libertarian Party candidate"
202001002975.0,
202001003000.0,"Joe Biden, the Democrat"
202001003015.0,"Joe Biden, the Democrat"
202001003024.0,
202001003093.0,"Donald Trump, the Republican"
202001003105.0,"Joe Biden, the Democrat"
202001003109.0,"Joe Biden, the Democrat"
202001003117.0,"Joe Biden, the Democrat"
202001003123.0,"Joe Biden, the Democrat"
202001003172.0,"Donald Trump, the Republican"
202001003178.0,"Joe Biden, the Democrat"
202001003217.0,"Joe Biden, the Democrat"
202001003232.0,"Joe Biden, the Democrat"
202001003243.0,"Joe Biden, the Democrat"
202001003283.0,"Joe Biden, the Democrat"
202001003294.0,"Donald Trump, the Republican"
202001003326.0,
202001003371.0,"Joe Biden, the Democrat"
202001003387.0,"Joe Biden, the Democrat"
202001003398.0,"Joe Biden, the Democrat"
202001003438.0,"Joe Biden, the Democrat"
202001003441.0,"Donald Trump, the Republican"
202001003446.0,"Joe Biden, the Democrat"
202001003474.0,
202001003502.0,"Joe Biden, the Democrat"
202001003548.0,"Joe Biden, the Democrat"
202001003552.0,"Joe Biden, the Democrat"
202001003590.0,"Joe Biden, the Democrat"
202001003595.0,"Joe Biden, the Democrat"
202001003632.0,"Joe Biden, the Democrat"
202001003684.0,"Donald Trump, the Republican"
202001003718.0,"Joe Biden, the Democrat"
202001003723.0,"Joe Biden, the Democrat"
202001003730.0,"Joe Biden, the Democrat"
202001003735.0,"Donald Trump, the Republican"
202001003775.0,"Donald Trump, the Republican"
202001003820.0,"Joe Biden, the Democrat"
202001003888.0,"Joe Biden, the Democrat"
202001003891.0,"Donald Trump, the Republican"
202001003922.0,"Joe Biden, the Democrat"
202001003926.0,
202001003936.0,"Joe Biden, the Democrat"
202001003942.0,"Donald Trump, the Republican"
202001003947.0,"Joe Biden, the Democrat"
202001003985.0,
202001003990.0,"Joe Biden, the Democrat"
202001004003.0,"Joe Biden, the Democrat"
202001004011.0,"Donald Trump, the Republican"
202001004021.0,
202001004026.0,"Donald Trump, the Republican"
202001004050.0,"Joe Biden, the Democrat"
202001004060.0,"Joe Biden, the Democrat"
202001004132.0,"Joe Biden, the Democrat"
202001004159.0,"Joe Biden, the Democrat"
202001004175.0,"Joe Biden, the Democrat"
202001004217.0,"Donald Trump, the Republican"
202001004221.0,"Joe Biden, the Democrat"
202001004281.0,"Donald Trump, the Republican"
202001004297.0,"Joe Biden, the Democrat"
202001004311.0,"Joe Biden, the Democrat"
202001004330.0,"Donald Trump, the Republican"
202001004335.0,"Joe Biden, the Democrat"
202001004382.0,"Donald Trump, the Republican"
202001004383.0,"Joe Biden, the Democrat"
202001004420.0,"Joe Biden, the Democrat"
202001004429.0,"Joe Biden, the Democrat"
202001004470.0,
202001004494.0,"Joe Biden, the Democrat"
202001004540.0,"Joe Biden, the Democrat"
202001004553.0,
202001004585.0,"Joe Biden, the Democrat"
202001004628.0,"Joe Biden, the Democrat"
202001004655.0,"Donald Trump, the Republican"
202001004664.0,"Donald Trump, the Republican"
202001004674.0,"Joe Biden, the Democrat"
202001004697.0,"Donald Trump, the Republican"
202001004704.0,"Joe Biden, the Democrat"
202001004748.0,"Joe Biden, the Democrat"
202001004783.0,"Joe Biden, the Democrat"
202001004842.0,"Donald Trump, the Republican"
202001004852.0,"Donald Trump, the Republican"
202001004936.0,"Joe Biden, the Democrat"
202001004956.0,"Joe Biden, the Democrat"
202001004969.0,"Donald Trump, the Republican"
202001004977.0,"Joe Biden, the Democrat"
202001004985.0,"Joe Biden, the Democrat"
202001005016.0,"Joe Biden, the Democrat"
202001005046.0,"Joe Biden, the Democrat"
202001005058.0,"Joe Biden, the Democrat"
202001005062.0,"Joe Biden, the Democrat"
202001005066.0,
202001005076.0,
202001005104.0,"Donald Trump, the Republican"
202001005111.0,"Joe Biden, the Democrat"
202001005154.0,"Donald Trump, the Republican"
202001005224.0,"Joe Biden, the Democrat"
202001005251.0,"Donald Trump, the Republican"
202001005270.0,"Howie Hawkins, the Green Party candidate"
202001005296.0,"Joe Biden, the Democrat"
202001005303.0,"Donald Trump, the Republican"
202001005313.0,"Joe Biden, the Democrat"
202001005324.0,"Joe Biden, the Democrat"
202001005330.0,"Joe Biden, the Democrat"
202001005342.0,"Joe Biden, the Democrat"
202001005343.0,"Donald Trump, the Republican"
202001005366.0,"Joe Biden, the Democrat"
202001005395.0,"Joe Biden, the Democrat"
202001005441.0,
202001005449.0,
202001005465.0,"Joe Biden, the Democrat"
202001005469.0,"Donald Trump, the Republican"
202001005511.0,"Joe Biden, the Democrat"
202001005549.0,"Joe Biden, the Democrat"
202001005587.0,
202001005593.0,"Joe Biden, the Democrat"
202001005594.0,"Joe Biden, the Democrat"
202001005605.0,"Joe Biden, the Democrat"
202001005626.0,"Joe Biden, the Democrat"
202001005633.0,"Joe Biden, the Democrat"
202001005647.0,"Joe Biden, the Democrat"
202001005676.0,"Jo Jorgensen, the Libertarian Party candidate"
202001005730.0,"Joe Biden, the Democrat"
202001005731.0,"Donald Trump, the Republican"
202001005741.0,"Joe Biden, the Democrat"
202001005755.0,"Donald Trump, the Republican"
202001005762.0,"Joe Biden, the Democrat"
202001005770.0,"Donald Trump, the Republican"
202001005804.0,"Donald Trump, the Republican"
202001005880.0,"Joe Biden, the Democrat"
202001005882.0,"Joe Biden, the Democrat"
202001005904.0,
202001005923.0,"Joe Biden, the Democrat"
202001005947.0,"Joe Biden, the Democrat"
202001005977.0,"Joe Biden, the Democrat"
202001005989.0,"Donald Trump, the Republican"
202001006018.0,"Donald Trump, the Republican"
202001006082.0,
202001006085.0,"Donald Trump, the Republican"
202001006098.0,"Joe Biden, the Democrat"
202001006112.0,"Donald Trump, the Republican"
202001006136.0,"Joe Biden, the Democrat"
202001006140.0,"Donald Trump, the Republican"
202001006142.0,"Joe Biden, the Democrat"
202001006159.0,"Donald Trump, the Republican"
202001006251.0,"Joe Biden, the Democrat"
202001006286.0,"Donald Trump, the Republican"
202001006300.0,"Donald Trump, the Republican"
202001006366.0,
202001006385.0,"Donald Trump, the Republican"
202001006401.0,"Joe Biden, the Democrat"
202001006433.0,"Donald Trump, the Republican"
202001006454.0,"Donald Trump, the Republican"
202001006494.0,"Donald Trump, the Republican"
202001006499.0,"Joe Biden, the Democrat"
202001006535.0,"Joe Biden, the Democrat"
202001006555.0,"Donald Trump, the Republican"
202001006559.0,
202001006560.0,"Joe Biden, the Democrat"
202001006624.0,"Joe Biden, the Democrat"
202001006633.0,"Joe Biden, the Democrat"
202001006637.0,"Joe Biden, the Democrat"
202001006657.0,"Joe Biden, the Democrat"
202001006665.0,"Joe Biden, the Democrat"
202001006738.0,"Donald Trump, the Republican"
202001006740.0,"Donald Trump, the Republican"
202001006749.0,"Joe Biden, the Democrat"
202001006784.0,"Joe Biden, the Democrat"
202001006793.0,"Joe Biden, the Democrat"
202001006812.0,"Donald Trump, the Republican"
202001006818.0,
202001006840.0,"Donald Trump, the Republican"
202001006848.0,"Joe Biden, the Democrat"
202001006856.0,"Donald Trump, the Republican"
202001006867.0,"Donald Trump, the Republican"
202001006888.0,Another candidate
202001006897.0,"Joe Biden, the Democrat"
202001006903.0,"Donald Trump, the Republican"
202001006934.0,"Donald Trump, the Republican"
202001006937.0,"Donald Trump, the Republican"
202001006946.0,"Joe Biden, the Democrat"
202001006959.0,"Joe Biden, the Democrat"
202001006992.0,"Joe Biden, the Democrat"
202001006997.0,"Donald Trump, the Republican"
202001007021.0,"Donald Trump, the Republican"
202001007029.0,
202001007039.0,"Donald Trump, the Republican"
202001007050.0,"Joe Biden, the Democrat"
202001007089.0,"Joe Biden, the Democrat"
202001007098.0,"Donald Trump, the Republican"
202001007113.0,"Joe Biden, the Democrat"
202001007144.0,"Joe Biden, the Democrat"
202001007168.0,"Joe Biden, the Democrat"
202001007175.0,
202001007183.0,"Joe Biden, the Democrat"
202001007222.0,"Joe Biden, the Democrat"
202001007272.0,"Joe Biden, the Democrat"
202001007315.0,"Donald Trump, the Republican"
202001007353.0,"Donald Trump, the Republican"
202001007381.0,"Joe Biden, the Democrat"
202001007396.0,"Joe Biden, the Democrat"
202001007403.0,
202001007431.0,
202001007450.0,"Joe Biden, the Democrat"
202001007459.0,"Howie Hawkins, the Green Party candidate"
202001007468.0,"Joe Biden, the Democrat"
202001007472.0,"Donald Trump, the Republican"
202001007501.0,"Joe Biden, the Democrat"
202001007538.0,
202001007598.0,"Joe Biden, the Democrat"
202001007601.0,"Joe Biden, the Democrat"
202001007604.0,"Donald Trump, the Republican"
202001007648.0,"Joe Biden, the Democrat"
202001007665.0,"Joe Biden, the Democrat"
202001007714.0,"Joe Biden, the Democrat"
202001007715.0,"Joe Biden, the Democrat"
202001007719.0,"Joe Biden, the Democrat"
202001007734.0,"Donald Trump, the Republican"
202001007735.0,"Joe Biden, the Democrat"
202001007755.0,"Joe Biden, the Democrat"
202001007787.0,"Joe Biden, the Democrat"
202001007808.0,"Joe Biden, the Democrat"
202001007826.0,"Donald Trump, the Republican"
202001007828.0,"Joe Biden, the Democrat"
202001007833.0,"Joe Biden, the Democrat"
202001007844.0,
202001007913.0,"Donald Trump, the Republican"
202001007934.0,"Donald Trump, the Republican"
202001008005.0,"Joe Biden, the Democrat"
202001008032.0,"Donald Trump, the Republican"
202001008047.0,
202001008071.0,"Joe Biden, the Democrat"
202001008090.0,"Donald Trump, the Republican"
202001008098.0,"Joe Biden, the Democrat"
202001008100.0,"Howie Hawkins, the Green Party candidate"
202001008103.0,
202001008113.0,"Joe Biden, the Democrat"
202001008126.0,"Donald Trump, the Republican"
202001008127.0,"Joe Biden, the Democrat"
202001008151.0,"Joe Biden, the Democrat"
202001008160.0,
202001008169.0,"Joe Biden, the Democrat"
202001008185.0,"Joe Biden, the Democrat"
202001008235.0,"Joe Biden, the Democrat"
202001008239.0,"Joe Biden, the Democrat"
202001008299.0,
202001008301.0,
202001008302.0,"Joe Biden, the Democrat"
202001008339.0,
202001008343.0,"Donald Trump, the Republican"
202001008359.0,"Joe Biden, the Democrat"
202001008379.0,"Donald Trump, the Republican"
