QKEY,COVIDMISINFO_W63.5,COVIDCREATE_W63.5,F_PARTYSUM_FINAL,F_IDEO,F_AGECAT,F_EDUCCAT,WEIGHT_W63.5
201801187027.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2326032419849029
201801187062.0,None at all,Not sure,Dem/Lean Dem,Moderate,65+,College graduate+,0.5324121783949853
201801187077.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.4995281418535165
201801187085.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.731697566812459
201801187103.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.35202299616376354
201801187127.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.35202299616376354
201801187159.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.27888153571034513
201801187171.0,Some,Not sure,Dem/Lean Dem,Liberal,30-49,College graduate+,0.35202299616376354
201801187204.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Conservative,18-29,Some College,5.7300303205591145
201801187211.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.37227914890079805
201801187212.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.7030602481331965
201801187243.0,Some,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,0.47763472929788436
201801187245.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,30-49,Some College,2.2966377391969917
201801187268.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.3192763252864371
201801187298.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.758525813369407
201801187322.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.5214392925423408
201801187343.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,0.9439618949334257
201801187356.0,Some,Came about naturally,DK/Refused/No lean,Moderate,65+,College graduate+,0.2228900847276511
201801187426.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.7313436166474172
201801187438.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,College graduate+,0.28718500597209207
201801187463.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,2.1001383657370396
201801187518.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.4925434467607999
201801187525.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.2776105404450581
201801187526.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,0.6381563021785197
201801187568.0,Some,Not sure,Rep/Lean Rep,Very conservative,50-64,College graduate+,0.25977479373231127
201801187570.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,Some College,0.36934720700493145
201801187574.0,Not much,Not sure,Dem/Lean Dem,Moderate,18-29,Some College,0.8258727872456332
201801187602.0,None at all,Not sure,Rep/Lean Rep,Very conservative,30-49,College graduate+,0.4568692162401136
201801187616.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,65+,Some College,0.5174617346639645
201801187693.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,30-49,Some College,1.4801013853245688
201801187765.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.36934720700493145
201801187792.0,Some,Not sure,Rep/Lean Rep,Conservative,30-49,College graduate+,1.718594514073378
201801187836.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.9310940574933219
201801187890.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,1.5995851119438806
201801187893.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.20293204405601017
201801187900.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.6059767267875358
201801187904.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.31700773711954594
201801187975.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.5648825414790215
201801188049.0,A lot,Came about naturally,Rep/Lean Rep,Conservative,30-49,H.S. graduate or less,1.0103506982798687
201801188129.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5042469656148796
201801188193.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,18-29,Some College,1.301683632610377
201801188224.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.2326032419849029
201801188249.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,2.674312299284663
201801188260.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.2559752922890272
201801188311.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.19031900374092678
201801188328.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.43320576006458444
201801188335.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.4465533459143053
201801188351.0,Some,Not sure,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,1.4907256776069069
201801188378.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.5366568912211624
201801188379.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.4508625364246568
201801188386.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,Some College,0.9367113618700068
201801188398.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,1.8941565575278985
201801188413.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,Some College,1.0382563102063362
201801188446.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.862196825205366
201801188478.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.42790173276492405
201801188508.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.8485019022729271
201801188514.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.8485019022729271
201801188581.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.41844765124830724
201801188585.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.31700773711954594
201801188589.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.3206291340585848
201801188616.0,Not much,Not sure,Dem/Lean Dem,Liberal,30-49,College graduate+,0.8185021702985322
201801188626.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.9169796526385596
201801188643.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Very conservative,65+,Some College,1.4006546171055858
201801188663.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.3014092313634092
201801188708.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,Some College,0.43934491567287387
201801188786.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,0.9877825586449938
201801188879.0,None at all,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.44705401190499194
201801188893.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Very conservative,50-64,College graduate+,0.24948054396811553
201801188933.0,A lot,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.3948164321988401
201801188973.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.44812162305878284
201801189069.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,1.2165422888430655
201801189088.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4568692162401136
201801189104.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,18-29,Some College,1.1338220540269557
201801189132.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.28718500597209207
201801189173.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,0.6760668510788223
201801189182.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.41844765124830724
201801189221.0,Some,Not sure,Rep/Lean Rep,Moderate,30-49,Some College,0.7643352253317424
201801189235.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.2559752922890272
201801189247.0,Some,Not sure,Rep/Lean Rep,Conservative,30-49,Some College,0.6381563021785197
201801189295.0,A lot,Came about naturally,Rep/Lean Rep,Refused,50-64,Some College,0.8728240632307182
201801189301.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.4118632994549787
201801189351.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.35202299616376354
201801189424.0,Not much,Not sure,Rep/Lean Rep,Very conservative,65+,College graduate+,0.6059767267875358
201901000026.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,30-49,Some College,0.6385677371305429
201901000076.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.322261998860181
201901000152.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,0.34334777888040935
201901000161.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,0.8995567972103815
201901000177.0,None at all,Not sure,Dem/Lean Dem,Conservative,30-49,College graduate+,0.5059479015099126
201901000190.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.530154678758941
201901000193.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,College graduate+,0.24960377457431507
201901000202.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,Some College,0.754905525400222
201901000206.0,Some,Not sure,Dem/Lean Dem,Moderate,65+,College graduate+,0.2526863107453245
201901000224.0,None at all,Not sure,Dem/Lean Dem,Liberal,30-49,College graduate+,0.32127104808653617
201901000249.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,18-29,Some College,7.487621221765812
201901000274.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.283090499344004
201901000291.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.24960377457431507
201901000324.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,1.3134630524699589
201901000325.0,Some,Not sure,Rep/Lean Rep,Conservative,65+,College graduate+,0.5096297870859479
201901000421.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,College graduate+,0.604317336632056
201901000432.0,Not much,Not sure,Dem/Lean Dem,Refused,30-49,College graduate+,0.758748819017519
201901000446.0,Not much,Not sure,Dem/Lean Dem,Very liberal,18-29,Some College,4.6180850860414004
201901000452.0,Not much,Not sure,Rep/Lean Rep,Conservative,18-29,College graduate+,0.7423374531443698
201901000473.0,Some,Not sure,DK/Refused/No lean,Moderate,Refused,H.S. graduate or less,1.361264122140081
201901000478.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.731697566812459
201901000489.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.7089100475701406
201901000504.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,1.0349981355899152
201901000535.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.2169380861798581
201901000574.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.28067968514975083
201901000576.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.36364165075548666
201901000626.0,A lot,Not sure,Rep/Lean Rep,Moderate,50-64,Some College,0.3785650209193195
201901000650.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.319101043048415
201901000654.0,A lot,Not sure,Dem/Lean Dem,Liberal,50-64,College graduate+,0.5210792329198123
201901000657.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.9779979339620597
201901000658.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.611675125832956
201901000689.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.5028425073594166
201901000697.0,Some,Not sure,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,2.227363980183724
201901000721.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,18-29,College graduate+,1.9481182560695294
201901000763.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,2.2623559764960364
201901000797.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.40029613786769896
201901000822.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.5710731993955889
201901000848.0,Some,Came about naturally,Dem/Lean Dem,Moderate,18-29,H.S. graduate or less,1.8918508171133486
201901000856.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.317264943657635
201901000858.0,A lot,Not sure,Dem/Lean Dem,Very conservative,30-49,Some College,0.25249260892074527
201901000865.0,Not much,Not sure,Dem/Lean Dem,Liberal,18-29,College graduate+,0.6411083318180221
201901000874.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Moderate,18-29,College graduate+,0.4898943456222849
201901000906.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.35631151696197294
201901000924.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,0.7370456718512741
201901000930.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.6987776758675408
201901000954.0,Some,Not sure,Rep/Lean Rep,Moderate,65+,Some College,1.2233230930744419
201901001003.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.4415814611290617
201901001038.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.6646330744876657
201901001062.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.3361813927087328
201901001082.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,0.66509065733805
201901001102.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.27528040554863553
201901001107.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.7999765727660453
201901001142.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.31700773711954594
201901001145.0,Some,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.6017944659976312
201901001153.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,1.0307855536974793
201901001169.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,1.305512644292203
201901001175.0,Some,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.3857494942004419
201901001231.0,Some,Not sure,Dem/Lean Dem,Very liberal,18-29,H.S. graduate or less,1.9681556598165202
201901001234.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.32127104808653617
201901001250.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.314211276057715
201901001295.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.5214392925423408
201901001322.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,1.411122995171278
201901001323.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,65+,College graduate+,0.2559752922890272
201901001329.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.31960961525947307
201901001346.0,Not much,Came about naturally,Dem/Lean Dem,Conservative,30-49,Some College,1.8076757766888405
201901001394.0,A lot,Not sure,Dem/Lean Dem,Conservative,30-49,H.S. graduate or less,1.4547367799105442
201901001408.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,Some College,0.4884821575388866
201901001415.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,4.767168694018134
201901001466.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,2.6160887910586395
201901001467.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.4282762253042486
201901001471.0,A lot,Came about naturally,DK/Refused/No lean,Moderate,18-29,H.S. graduate or less,1.813250099815321
201901001477.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,50-64,Some College,0.8090443766200053
201901001483.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.402215349401668
201901001533.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,College graduate+,0.317264943657635
201901001541.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,30-49,College graduate+,0.7470762870493943
201901001546.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,2.0766427681986355
201901001550.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.31765555475030594
201901001569.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.7720666235312261
201901001589.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.4118632994549787
201901001599.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.5014905786913231
201901001600.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,College graduate+,0.5703063293653231
201901001609.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,65+,Some College,1.5919655775568944
201901001614.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.6987776758675408
201901001656.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,College graduate+,0.38208000701856953
201901001667.0,None at all,Not sure,Dem/Lean Dem,Conservative,50-64,College graduate+,0.502806621250823
201901001669.0,A lot,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,2.847793861271596
201901001686.0,A lot,Came about naturally,Dem/Lean Dem,Very conservative,65+,H.S. graduate or less,7.487621221765812
201901001744.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,3.319071875906907
201901001780.0,A lot,Came about naturally,Rep/Lean Rep,Conservative,18-29,H.S. graduate or less,7.275354128523804
201901001788.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.45542248803966945
201901001802.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5824593735021553
201901001822.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,Some College,0.2855696595626675
201901001877.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.8239282465008562
201901001892.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,1.4883529301846148
201901001915.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.27472252543231557
201901001918.0,Some,Came about naturally,DK/Refused/No lean,Moderate,30-49,Some College,2.8724462327826634
201901001956.0,Refused,Not sure,DK/Refused/No lean,Refused,30-49,College graduate+,0.6086047110122643
201901001962.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,30-49,College graduate+,0.3111994945422469
201901002003.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.8623601428315959
201901002008.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,Some College,0.6385677371305429
201901002033.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,65+,College graduate+,0.33302563343956604
201901002058.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,30-49,Some College,1.6381416167853549
201901002089.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.34249306525017154
201901002122.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.5781666713051318
201901002187.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,H.S. graduate or less,3.5233653040761554
201901002244.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,College graduate+,0.43730745252361874
201901002281.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,1.118834669846571
201901002286.0,None at all,Not sure,Dem/Lean Dem,Very liberal,65+,College graduate+,0.49840964031823126
201901002357.0,Not much,Not sure,Rep/Lean Rep,Conservative,50-64,Some College,0.5037805583145222
201901002358.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.49712288330504906
201901002359.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,30-49,College graduate+,0.7292736770873635
201901002383.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2326032419849029
201901002405.0,Not much,Came about naturally,DK/Refused/No lean,Moderate,Refused,College graduate+,0.4415814611290617
201901002436.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.15987247635158047
201901002464.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,2.156150599071779
201901002498.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,65+,College graduate+,0.7247346499381029
201901002509.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,0.5466726303848976
201901002513.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.37619669203349937
201901002527.0,Not much,Not sure,Rep/Lean Rep,Moderate,50-64,College graduate+,1.4986220211560255
201901002529.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,1.1910849790118874
201901002570.0,None at all,Not sure,Rep/Lean Rep,Conservative,18-29,College graduate+,3.603482075747628
201901002661.0,None at all,Not sure,Dem/Lean Dem,Moderate,65+,Some College,0.5548639353960402
201901002714.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,1.346762238530541
201901002715.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,18-29,College graduate+,0.7423374531443698
201901002747.0,Not much,Not sure,Dem/Lean Dem,Moderate,18-29,College graduate+,0.3173946588434713
201901002813.0,None at all,Was made accidentally in a lab,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2071585362363679
201901002815.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,1.5405831441507103
201901002844.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,30-49,Some College,0.506520167097606
201901002864.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,0.6971689320787751
201901002869.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.56402035475986
201901002911.0,None at all,Not sure,Dem/Lean Dem,Refused,50-64,H.S. graduate or less,1.7689302185348135
201901002941.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.3845194120995435
201901002965.0,Not much,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,1.424553182506527
201901002973.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.8287624205320122
201901002987.0,Not much,Not sure,Rep/Lean Rep,Very conservative,30-49,Some College,0.6650214034224953
201901002999.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,0.5602191584980439
201901003024.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.6103396148913426
201901003044.0,Not much,Came about naturally,Dem/Lean Dem,Conservative,30-49,H.S. graduate or less,0.5315894117001987
201901003060.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,2.641153014148687
201901003092.0,A lot,Was made accidentally in a lab,Dem/Lean Dem,Liberal,30-49,College graduate+,0.5158848355642376
201901003096.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,18-29,Some College,2.934354493571122
201901003145.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.15987247635158047
201901003161.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.27472252543231557
201901003183.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,Some College,1.4006546171055858
201901003184.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.39618280167923603
201901003191.0,Some,Not sure,Dem/Lean Dem,Liberal,30-49,College graduate+,1.0485642127084331
201901003193.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.8048402022902474
201901003196.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.28956493189991084
201901003197.0,A lot,Doesn’t really exist,Rep/Lean Rep,Conservative,30-49,College graduate+,0.839830796345386
201901003222.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,1.1838460569215885
201901003246.0,A lot,Came about naturally,DK/Refused/No lean,Refused,50-64,Some College,0.8523887151126023
201901003249.0,Some,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,1.2990391879597527
201901003367.0,A lot,Came about naturally,Rep/Lean Rep,Very conservative,50-64,Some College,0.36972463518470505
201901003368.0,Some,Not sure,Dem/Lean Dem,Liberal,18-29,College graduate+,2.483076839635004
201901003423.0,Some,Not sure,Dem/Lean Dem,Liberal,18-29,College graduate+,0.7633691168107537
201901003427.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.731697566812459
201901003466.0,Some,Not sure,Rep/Lean Rep,Moderate,65+,Some College,1.1910849790118874
201901003505.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,Some College,1.322601351990445
201901003533.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,2.2834609029968718
201901003535.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,0.580597942186298
201901003574.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.28718500597209207
201901003584.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.7470762870493943
201901003614.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Liberal,65+,College graduate+,0.5668274773930638
201901003621.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,30-49,Some College,2.524520790938614
201901003633.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,College graduate+,0.5703063293653231
201901003664.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,30-49,H.S. graduate or less,1.2535365551551674
201901003681.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,College graduate+,0.13291517485181586
201901003802.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.4203007165136855
201901003982.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,0.37914216941060075
201901004074.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,18-29,Some College,0.9630839439228772
201901004162.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.1675483576102197
201901004192.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.07844521463098372
201901004351.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.4246981673867327
201901004368.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.19680393923574271
201901004508.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.36713708690050306
201901004585.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,18-29,H.S. graduate or less,6.8074237028436855
201901004622.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.16490485923048442
201901004664.0,A lot,Not sure,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,1.501896713142407
201901004692.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Refused,30-49,H.S. graduate or less,0.6713412473429552
